집행목적,대상인원,집행금액,1소속부서,집행지주소,집행지명,cnt
해외순방 방송 아이템 발굴 업무협의 간담회,방송팀장 등 4명,110800,대변인,중구 무교로,기린,1
실시간 모니터링 강화 방안 마련 업무협의 간담회,언론담당관 등 8명,212000,대변인,중구 무교동,남산집,1
취재지원 다각화 방안 업무협의 간담회,언론담당관 등 7명,196800,대변인,중구 을지로,라칸티나,1
언론 행사 아이템 발굴 업무협의 간담회,행정팀장 등 3명,60000,대변인,중구 무교동,두르가,1
시정 주요이슈 발굴 업무협의 간담회,신문팀장 등 7명,121400,대변인,중구 을지로3길,서울불고기,1
시정 핵심사업 보도 기획 방안 마련 간담회,대변인 등 8명,132000,대변인,중구 무교로,참숯골,1
"지역혁신청년 채용박람회, 동네 JOB담 보도자료 관련 간담회",신문팀장 등 2명,26000,대변인,중구 무교로,포메인,1
왜곡보도 확산 차단 방안 마련 업무협의 간담회,신문팀장 등 2명,26000,대변인,중구 무교로,김앤장,1
"비판기사 신속 공유, 리스크 관리 방안협의 간담회",언론담당관 등 2명,65000,대변인,중구 다동길,초류향,1
브리핑룸 환경개선 업무협의 간담회,행정팀 성옥현 등 5명,69000,대변인,중구 무교동,영덕회식당,1
시정 홍보 지원방안 마련 촬영기자 간담회,대변인 등 9명,223000,대변인,중구 을지로,한가람,1
보도계획 수립 관련 업무협의 간담회,신문팀장 등 4명,71000,대변인,중구 다동,갈매기집,1
온수역 일대 지구단위계획 재정비 보도자료 관련 간담회,신문팀장 등 5명,100000,대변인,중구 무교로,태애진숯불갈비,1
방송아이템 발굴 업무협의 간담회,언론담당관 등 7명,175000,대변인,중구 무교동,남산집,1
취재지원 다각화 방안 업무협의 간담회,언론담당관 등 8명,196000,대변인,중구 을지로3길,오륙도,1
오피니언 리더 소통 확대 방안 업무협의 간담회,행정팀장 등 8명,135000,대변인,중구 남대문로9길,세림,1
수퍼데스크 이슈 관련 업무협의 간담회,대변인 등 3명,57000,대변인,중구 을지로3길,오륙도,1
언론보도 데이터 관리 업무협의 간담회,신문팀장 등 2명,15000,대변인,중구 다동길,초류향,1
언론 주요일정 수립 업무협의 간담회,신문팀장 등 5명,102000,대변인,중구 을지로,구이구이,1
스크랩마스터 개선 방안마련 간담회,행정팀장 등 5명,118000,대변인,중구 서소문로11길,청송옥,1
재활용과 재생..서울에 여의도공원 8개 규모 녹지 늘어났다 기자설명회 관련 간담회,대변인 등 7명,147000,대변인,중구 무교로,무교소호정,1
"서울시장, 소비자권익증진상 수상 보도자료 관련 간담회",언론담당관 등 5명,128000,대변인,종로구 경희궁1길,아데쏘,1
부정보도 대응방안 업무협의 간담회,신문팀장 등 2명,24000,대변인,중구 세종대로19길,정동국밥,1
"서울시, 제설한파대책 통해 '안전한 겨울나기' 구현 보도자료 관련 간담회",신문팀장 등 5명,108500,대변인,중구 무교로,기린,1
"서울 관광패스, 더 나아진 서비스로 외국인손님 유치 보도자료 관련 간담회",신문팀장 등 3명,53000,대변인,중구 다동,교동전선생,1
"어린이,청소년 참여위원 2017년 활동 시작 보도자료 관련 간담회",언론담당관 등 4명,92000,대변인,중구 남대문로9길,충무집,1
언론 주요일정 수립 업무협의 간담회,언론담당관 등 2명,28000,대변인,중구 무교로,이북만두,1
"도시와 농촌을 연결하는 착한 플랫폼, 얼국있는 농부시장 개최 보도자료 관련 간담회",대변인 등 7명,200000,대변인,중구 다동길,초류향,1
프레스투어 지원 방안 마련 간담회,신문팀장 등 3명,34000,대변인,중구 남대문로9길,미가한식,1
야간 모니터링 근무자 격려 간담회,방송팀장 등 3명,34000,대변인,중구 무교로,마마스,1
출입기자단 스킨십 증진 방안 업무협의 간담회,언론담당관 등 2명,75000,대변인,중구 세종대로 ,북창터,1
따릉이 2만대 시대 개막! 기자설명회 관련 간담회,언론담당관 등 4명,81500,대변인,중구 세종대로,강가,1
전략적 인터뷰 방안 마련 간담회,인터뷰팀장 등 4명,39900,대변인,중구 무교로,마마스,1
보도경향 분석 업무협의 간담회,신문팀장 등 3명,24500,대변인,중구 을지로1길,대가,1
"앱비즈니스센터 입주 스타트업, 10대 혁신스타트업 선정 보도자료 관련 간담회",신문팀장 등 3명,66900,대변인,중구 남대문로9길,오오토모,1
취재지원 다각화 방안 업무협의 간담회,대변인 등 5명,123000,대변인,중구 무교로,곰국시집,1
외신 홍보 콘텐츠 발굴 방안 업무협의 간담회,대변인 등 6명,154000,대변인,중구 세종대로,강가,1
시장 동정자료 작성 업무협의 간담회,신문팀장 등 3명,25000,대변인,중구 을지로1길,신가원설렁탕,1
주간 보도계획 수립 업무협의 간담회,신문팀장 등 4명,89000,대변인,중구 을지로3길,우리집순두부,1
시정홍보 언론사 방문 업무협의 간담회,방송팀장 등 2명,8800,대변인,중구 새문안로,오가다,1
시정 집중사업 언론홍보 방안 마련 논설위원 간담회,시장 등 10명,267600,대변인,중구 청계천로,한미리,1
해외순방 인터뷰 추진방안 업무협의 간담회,언론담당관 등 6명,159000,대변인,중구 세종대로 ,ＥＵＲＯＧＯＵＲＭＥ,1
수퍼데스크 이슈 관련 업무협의 간담회,신문팀장 등 4명,42000,대변인,중구 다동,소라,1
"서울시, 청년고용절벽 해결할 청년일자리센터 문연다 보도자료 관련 간담회",대변인 등 4명,108000,대변인,중구 무교동,남산집,1
시정홍보 언론사 방문 업무협의 간담회,방송팀장 등 4명,28400,대변인,중구 세종대로9길,롤링핀,1
오피니언 리더 소통 확대 방안 업무협의 간담회,행정팀 성옥현 등 5명,95100,대변인,중구 무교로,마마스,1
언론 네트워크 강화 방안마련 간담회,행정팀 성옥현 등 3명,61000,대변인,중구 무교로,무교소호정,1
"서울시, 중재제도 도입으로 환경분쟁 조기 해결 나선다 보도자료 관련 간담회",신문팀 박정아 등 2명,32400,대변인,종로구 청계천로,라그릴리아,1
해외순방 취재지원 업무협의 간담회,언론담당관 등 3명,75000,대변인,중구 세종대로14길,대복,1
시정주요 현안 이슈 관련 말진기자 간담회,언론담당관 등 20명,442000,대변인,중구 무교로,차차,1
제5차 도시건축공동위원회 개최 결과 보도자료 관련 간담회,신문팀장 등 7명,187000,대변인,중구 세종대로18길,동호민물장어,1
당번 노고 격려 간담회,신문팀장 등 4명,52000,대변인,중구 무교로,마마스,1
2017년 서울산업진흥원 통합 사업설명회 개최 보도자료 관련 간담회,신문팀 양지애 등 3명,66000,대변인,중구 남대문로1길,원조할머니낙지센타,1
"서울시, 찾아가는 부동산민원 현장상담실 운영 보도자료 관련 간담회",대변인 등 8명,205000,대변인,중구 세종대로20길,금강산,1
서울의 아름다운 봄 꽃길 170선 소개 보도자료 관련 간담회,신문팀장 등 6명,157000,대변인,중구 세종대로,더테이블한정식,1
서울시 책이음 서비스 확대 시행 보도자료 관련 간담회,신문팀장 등 5명,126000,대변인,중구 남대문로1길,흑돈연가,1
휴일 당번 노고 격려 간담회,행정팀장 등 3명,48000,대변인,중구 무교동,두르가,1
실국 홍보방안 마련 업무협의 간담회,언론담당관 등 10명,276000,대변인,중구 세종대로 ,북창터,1
전략적 해외순방 언론취재 지원방안 마련 간담회,대변인 등 7명,192000,대변인,중구 을지로3길,오륙도,1
"서울시, 불법대부업체 피해줄이는 '사전확인 5계명' 발표 보도자료 관련 간담회",신문팀장 등 4명,105000,대변인,중구 무교로,참숯골,1
서울시 최초 수화통역센터 내 '농아인 쉼터' 조성 및 개소 보도자료 관련 간담회,신문팀장 등 4명,86000,대변인,중구 남대문로,동아리,1
서울 시내버스 묵은 때 벗겨낸다 보도자료 관련 간담회,신문팀장 등 3명,54000,대변인,중구 무교로,차차,1
도시교통 관련 시정 홍보방안 마련 간담회,행정팀장 등 7명,168000,대변인,중구 세종대로,장터,1
언론 네트워크 강화 방안마련 간담회,언로담당관 등 4명,98000,대변인,중구 세종대로14길,대복,1
시정 핵심사업 보도 기획 방안 마련 간담회,언론담당관 등 6명,164000,대변인,중구 을지로,라칸티나,1
출입기자실 환경개선 업무협의 간담회,행정팀장 등 5명,95000,대변인,중구 세종대로,강가,1
택시승차대 일제 정비..10곳은 스마트승차대로 보도자료 관련 간담회,신문팀장 등 5명,90000,대변인,중구 남대문로9길,사조참치,1
"서울시,세계 최고 청렴도시로 거듭나기 위해 협력 강화 보도자료 관련 간담회",신문팀장 등 6명,99000,대변인,중구 다동길,황소막창,1
언론 주요일정 수립 업무협의 간담회,행정팀장 등 3명,46000,대변인,중구 남대문로9길,목포세발낙지,1
지하철 주변 방치자전거 특별점검 실시 보도자료 관련 간담회,신문팀장 등 3명,50000,대변인,중구 무교로,동해수산,1
"서울시, 정릉터널 재난대응 합동훈련 실시 보도자료 관련 간담회",신문팀장 등 6명,146000,대변인,중구 남대문로1길,김설문일식,1
서울대공원 벚꽃 축제 개최 보도자료 관련 간담회,행정팀장 등 3명,34000,대변인,종로구 청계천로,라그릴리아,1
시정 집중사업 홍보방안 마련 간담회,언론담당관 등 4명,40000,대변인,종로구 종로,원조청진옥,1
"도농상생의 거리, 세종대로에 남원 신관사또 납신다 보도자료 관련 간담회",언론담당관 등 5명,124000,대변인,중구 세종대로14길,대복,1
선제적 미디어 대응 방안 마련 업무협의 간담회,언론담당관 등 7명,169000,대변인,종로구 새문안로,로소비앙코,1
언론사 동정 관리 업무협의 간담회,행정팀 성옥현 등 4명,64000,대변인,중구 남대문로9길,오복미역,1
기자실 운영 지원방안 업무협의 간담회,행정팀장 등 4명,75000,대변인,중구 무교동,남산집,1
"서울시, 신학기 맞이 '찾아가는 청소년 거리상담' 실시 보도자료 관련 간담회",신문팀장 등 4명,104000,대변인,중구 세종대로14길,화정,1
"서울시, 시민과 함께하는 나무심기 행사 열어 보도자료 관련 간담회",신문팀장 등 15명,353000,대변인,중구 을지로,구이구이,1
서울시내 전체 학교와 국공립유치원에 아리수 음수대 설치 보도자료 관련 간담회,신문팀장 등 5명,114000,대변인,중구 세종대로18길,55번가,1
취재지원 다각화 방안 업무협의 간담회,언론담당관 등 15명,263900,대변인,종로구 청계천로,라그릴리아,1
언론 행사 아이템 발굴 업무협의 간담회,행정팀장 등 4명,75000,대변인,중구 남대문로9길,충무집,1
시정 핵심사업 보도 기획 방안 마련 간담회,신문팀장 등 3명,60000,대변인,중구 세종대로,우도일식,1
"서울시, 20년까지 국제기구 20개 추가유치 보도자료 관련 간담회",신문팀장 등 6명,140000,대변인,중구 무교로,제일가든,1
인터넷뉴스 모니터링 활성화 방안 마련 간담회,인터넷뉴스팀장 등 7명,145000,대변인,중구 남대문로9길,세림,1
영국의 세계적 사회혁신기관 아시아사무소 서울 유치 추진 보도자료 관련 간담회,언론담당관 등 5명,124000,대변인,중구 세종대로14길,대복,1
기자실 운영 지원방안 업무협의 간담회,행정팀장 등 5명,97100,대변인,종로구 청계천로,라그릴리아,1
비밀매장에서 외국인 대상 위조상품 다량판매 일단 적발 보도자료 관련 간담회,신문팀장 등 5명,106000,대변인,중구 다동,가나일식,1
2017년 토양오염 실태조사 확대 실시 보도자료 관련 간담회,신문팀장 등 4명,50500,대변인,중구 무교로,참숯골,1
시정 모니터링 집중화 방안 마련 간담회,모니터링팀장 등 7명,136000,대변인,중구 세종대로,남도한식고운님,1
"서울,런던 두 혁신 시장, 정책교류 본격화 물꼬 보도자료 관련 간담회",언론담당관 등 6명,146000,대변인,중구 세종대로21길,더루이,1
실국 홍보방안 마련 업무협의 간담회,언론담당관 등 4명,67000,대변인,중구 무교로,대게잔치,1
당번 업무 개선방안 마련 업무협의 간담회,행정팀장 등 5명,85000,대변인,중구 을지로,왕왕샤브샤브,1
해외언론 시정홍보 활성화 방안 마련 간담회,해외언론팀장 등 3명,60000,대변인,중구 다동,가나일식,1
보도계획 수립 관련 업무협의 간담회,대변인 등 7명,110500,대변인,중구 무교로,참숯골,1
취재지원 다각화 방안 업무협의 간담회,언론담당관 등 7명,128500,대변인,중구 을지로3,오륙도,1
언론 행사 아이템 발굴 업무협의 간담회,행정팀장 등 6명,85000,대변인,중구 남대문로9길,목포세발낙지,1
