집행목적,대상인원,집행금액,1소속부서,집행지주소,집행지명,cnt
비축물자 관리개선 방안 관련 간담회,"비상기획관, 안보정책팀장등 3명",62000,비상기획관,중구 무교로,한라담,1
비상기획관 홍보 관련 간담회,"비상기획관, 박ㅇㅇ주무관등 3명",62000,비상기획관,중구 무교로,왕비집,1
대피시설 용역 관련 간담회,"비상기획팀장, 통합방위팀장등 4명",60000,비상기획관,중구 을지로,여수바다장어,1
국가중요시설 방호훈련 등 개선방향 관련 간담회,"비상기획관, 통합방위팀장등 3명",62000,비상기획관,중구 무교로,왕비집,1
대피시설 착수보고회 관련 간담회,"비상기획관, 민방위관리팀장등 3명",72500,비상기획관,중구 세종대로,예환,1
위기관리 대응 정보공유를 위한 간담회,"비상기획관, 주ㅇㅇ주무관등 5명",75000,비상기획관,중구 남대문로,오복미역,1
민방위교육 연구용역 준비 관련 간담회,"민방위담당관, 이ㅇㅇ주무관등 4명",119000,비상기획관,중구 을지로,철철,1
민방위장비 보조사업 성과평가 관련 간담회,"민방위담당관, 민방위관리팀장등 3명",73000,비상기획관,중구 다동,남포면옥,1
비축물자 관리개선방안 실무자회의 관련 간담회,"민방위담당관, 안보정책팀장등 4명",87000,비상기획관,중구 을지로,한가람,1
2017 상반기 사회복무요원 시장표창대상 선정 관련 간담회,"비상기획관, 시청병역관리팀장등 3명",68000,비상기획관,중구 청계천로,산채향,1
민방위 사이버교육 운영 실태조사 관련 간담회,"민방위담당관, 민방위교육팀장등 4명",99000,비상기획관,중구 세종대로,탐나제주근고기,1
2017 전반기 향방작계 1차 보충훈련 관련 간담회,"민방위담당관, 시청병역관리팀장등 3명",34000,비상기획관,중구 무교로,왕비집,1
제5차 안보정책자문회의 개최 계획 관련 간담회,"비상기획관, 안보정책팀장등 3명",60000,비상기획관,중구 을지로1길,신가원설렁탕,1
비상대비업무 및 공직자 안보교육 관련 간담회,"비상기획관, 비상대비팀장등 4명",100000,비상기획관,중구 세종대로,더테이블한정식,1
비상대비정보시스템 유지 관련 간담회,"민방위담당관, 비상대비팀장등 4명",90000,비상기획관,중구 세종대로,해조스시,1
민방위대원 교육운영 개선방안 관련 간담회,"비상기획관, 민방위교육팀장등 9명",225000,비상기획관,중구 태평로1가,우도일식,1
비축물자 법률자문 협의 관련 간담회,"비상기획관, 안보정책팀장등 4명",80000,비상기획관,중구 세종대로,동원참치,1
안보정책 발전방안 관련 간담회,"비상기획관, 김ㅇㅇ위원등 4명",100000,비상기획관,중구 세종대로,더테이블한정식,1
민방위대 창설기념 행사 계획 관련 간담회,"비상기획관, 민방위교육팀장등 5명",113000,비상기획관,중구 세종대로,참복집,1
인력동원 실제조사 관련 간담회,"민방위담당관, 안보정책팀장등 4명",68000,비상기획관,중구 세종대로,오양식관,1
을지연습 관련 도상연습 계획을 위한 간담회,"비상기획관, 비상대비팀장등 3명",53700,비상기획관,중구 세종대로,에슬로우,1
국가지도통신망 자체점검 계획 관련 간담회,"민방위담당관, 송ㅇㅇ주무관등 4명",72000,비상기획관,중구 세종대로,한와담,1
민방위대 정기검열 결과 관련 간담회,"민방위담당관, 민방위관리팀장등 3명",46000,비상기획관,중구 무교로,왕비집,1
민방위 공공용대피시설 점검 관련 간담회,"민방위담당관, 민방위관리팀장등 6명",150000,비상기획관,중구 세종대로,해조스시,1
국가지도통신망 현장 점검 관련 간담회,"비상기획관, 비상대비팀장등 3명",24000,비상기획관,중구 을지로,혼돈부리,1
사회복무요원 격려 간담회,"민방위담당관, 시청병역관리팀장등 6명",111400,비상기획관,중구 무교로,참숯골,1
을지연습 대비 비상대비정보시스템 가동훈련 관련 간담회,"민방위담당관, 비상대비팀장등 4명",34000,비상기획관,중구 세종대로,정동국밥,1
국가지도통신망 미래부 점검 관련 간담회,"민방위담당관, 비상대비팀장등 4명",47000,비상기획관,중구 무교동,고냉지,1
민방위교육 실전체험장 운영 현황 관련 간담회,"민방위담당관, 민방위교육팀장등 4명",66000,비상기획관,중구 서소문로,유림분식,1
강서구 민방위대피시설 일제점검 관련 간담회,"민방위담당관, 민방위관리팀장등 6명",150000,비상기획관,중구 서소문로,삼우정,1
노원구 민방위 대피시설 일제점검 관련 간담회,"민방위담당관, 민방위관리팀장등 3명",30000,비상기획관,중구 다동,부민옥,1
을지연습 메시지 작성 관련 간담회,"민방위담당관, 비상대비팀장등 4명",72000,비상기획관,중구 을지로,신가원설렁탕,1
성동구 민방위 대피시설 일제점검 관련 간담회,"민방위담당관, 민방위관리팀장등 4명",90000,비상기획관,중구 세종대로,㈜월향,1
2017년 3/4분기 통합방위 실무회의 관련 간담회,"비상기획관, 통합방위팀장등 3명",68000,비상기획관,중구 을지로1길,낙동강,1
을지연습 준비 지시서 관련 간담회,"비상기획관, 비상대비팀장등 7명",179600,비상기획관,중구 태평로1가,불고기브라더스,1
2017년 5월 민·군협력 지원 추진사항 관련 간담회,"비상기획관, 민군협력팀장등 8명",208000,비상기획관,중구 세종대로,동원참치,1
2016회계연도 결산보고 및 시의회 업무보고 관련 간담회,"비상기획관, 비상기획팀장등 12명",264000,비상기획관,중구 세종대로,더테이블한정식,1
시민 안보의식 함양 지원사업 관련 간담회,"민방위담당관, 민군협력팀장등 3명",56000,비상기획관,중구 세종대로,고려보쌈,1
세입세출결산(안) 승인 자료 작성 직원 격려 간담회,"비상기획관, 비상기획팀장등 4명",64000,비상기획관,중구 남대문로9길,오복미역,1
종로구 민방위교육 훈련 및 건의사항 관련 간담회,"민방위담당관, 민방위교육팀장등 2명",32000,비상기획관,중구 세종대로,동원참치,1
제274회 정례회 행정자치위원회 요구자료 작성 직원 격려 간담회,"비상기획관, 민군협력팀장등 4명",57000,비상기획관,중구 무교로,왕비집,1
안보 결의대회 행사장 점검 관련 간담회,"민방위담당관, 민군협력팀장등 3명",29000,비상기획관,종로구 종로5가,순희네빈대떡,1
2017년도 상반기 충무훈련 관찰단 편성·운영 관련 간담회,"비상기획관, 비상대비팀장등 3명",63000,비상기획관,중구 세종대로,정동국밥,1
제6차 안보정책자문회의 개최계획 관련 간담회,"민방위담당관, 안보정책팀장등 5명",17500,비상기획관,사)탈북여성지원(중구 정동,(사)탈북여성지원,1
충무계획 핵심시행과제 추진현황 관련 간담회,"민방위담당관, 비상대비팀장등 3명",45000,비상기획관,중구 무교동,제일가든,1
2016회계연도 결산 예결위 참석 직원 격려 간담회,"비상기획관, 비상기획팀장등 15명",320000,비상기획관,중구 세종대로,고려보쌈,1
민방위 교육용역 추진 관련 간담회를 개최,"민방위담당관, 민방위교육팀장등 3명",56000,비상기획관,중구 을지로1가,구이구이,1
2018년 비상대비정보시시템 예산타당성 검토 관련 간담회,"민방위담당관, 송ㅇㅇ 주무관등 3명",40800,비상기획관,중구 세종대로,담소사골순대,1
제4차 사회복무요원 인도인접 및 복무교육 관련 간담회,"비상기획관, 시청병역관리팀장등 3명",59600,비상기획관,중구 태평로1가,프레스센터프레스클,1
을지연습 등에 필요한 상황판 제작 관련 간담회,"비상기획관, 비상대비팀장등 8명",181000,비상기획관,중구 태평로1가,강가,1
2/4분기 중점관리자원 확인의 날 행사 추진 계획 관련 간담회,"민방위담당관, 고ㅇㅇ주무관등 3명",57600,비상기획관,중구 남대문로9길,더후라이팬,1
을지연습 협조부서 회의계획 관련 간담회,"비상기획관, 비상대비팀장등 5명",80000,비상기획관,중구 남대문로9길,오복미역,1
제274회 정례회 예산결산특별위원회 참석직원 격려 간담회,"비상기획관, 비상기획팀장등 4명",60000,비상기획관,중구 무교동,제일가든,1
비축물자 현장방문 및 개선방안 관련 간담회,"비상기획관, 안보정책팀장등 3명",75000,비상기획관,중구 태평로1가,우도일식,1
예비군 육성지원에 따른 현장점검 관련 간담회,"민방위담당관, 통합방위팀장등 5명",100000,비상기획관,중구 세종대로,오리마당,1
현안업무 추진 관련 부서직원 격려 간담회,"비상기획관, 비상기획팀장등 34명",599000,비상기획관,중구 을지로,신가원설렁탕,1
교육운영 개선방안 제안서 평가위원회 운영계획 관련 간담회,"민방위담당관, 민방위교육팀장등 9명",228500,비상기획관,중구 세종대로,깐부치킨,1
민방위대 정기검열 결과 우수 직장민방위대 추천 관련 간담회,"비상기획관, 민방위관리팀장등 4명",75000,비상기획관,중구 세종대로,더테이블한정식,1
「민방위대원 교육운영 개선방안 제안 용역」 제안서 접수 관련 간담회,"비상기획관, 민방위교육팀장등 7명",195000,비상기획관,중구 무교동,제일가든,1
대학생 인턴 활용 민방위 대피시설 현장점검 관련 간담회,"비상기획관, 민방위관리팀장등 4명",75000,비상기획관,중구 세종대로,더테이블한정식,1
을지연습 실제훈련 계획 관련 간담회,"비상기획관, 비상대비팀장등 4명",63000,비상기획관,중구 남대문로9길,오복미역,1
2017년 관군합동 국방동원전쟁 모의연습 관련 간담회,"비상기획관, 안보정책팀장등 4명",75000,비상기획관,중구 세종대로,더테이블한정식,1
2017년 화랑훈련 협조 관련 간담회,"민방위담당관, 통합방위팀장등 3명",45000,비상기획관,중구 무교동,제일가든,1
2018년도 비상기획관 예산편성 관련 간담회,"비상기획관, 비사기획팀장등 7명",165000,비상기획관,중구 무교동,제일가든,1
위기관리/통합방위지원계획 작성실태 교육 관련 간담회,"비상기획관, 통합방위팀장등 3명",50000,비상기획관,중구 세종대로,더테이블한정식,1
2017년 민방위 교육훈련 및 예산집행 관련 간담회,"민방위담당관, 민방위교육팀장등 4명",59000,비상기획관,중구 을지로1가,구이구이,1
2018년도 민방위 장비 보급·확충 계획 관련 간담회,"민방위담당관, 민방위관리팀장등 4명",79000,비상기획관,중구 무교동,장군보쌈족발,1
비상기획관 전출직원 격려 간담회,"비상기획관, 민방위관리팀장등 3명",65000,비상기획관,중구 남대문로,미가한식,1
주요현안업무보고 관련 간담회,"민방위담당관, 비상대비팀장등 9명",220000,비상기획관,중구 태평로1가,우도일식,1
제404차 민방위의 날 민방공대피훈련 계획 관련 간담회,"민방위담당관, 민방위관리팀장등 3명",48000,비상기획관,중구 을지로,이나니와요스케,1
2017년 국민안전처 을지연습 순회교육 관련 간담회,"비상기획관, 비상대비훈련과장등 6명",150000,비상기획관,중구 세종대로,더테이블한정식,1
2017년 상반기 민방위 교육훈련 관련 간담회,"민방위담당관, 민방위교육팀장등 7명",177000,비상기획관,중구 삼각동,홍대포,1
2017년 5차 사회복무요원 직무교육 관련 간담회,"민방위담당관, 시청병역관리팀장등 3명",58000,비상기획관,중구 을지로1길,제주본가,1
신규 전입직원 격려 간담회,"비상기획관, 비상기획팀장등 10명",250000,비상기획관,중구 을지로3길,불타는다동화로,1
비상기획관 소속 여직원 격려 간담회,"비상기획관, 김ㅇㅇ주무관등 10명",214000,비상기획관,중구 을지로,이나니와요스케,1
예산결산특별위원회 참석 직원 격려 간담회,"비상기획관, 비상기획팀장등 4명",85000,비상기획관,중구 을지로1길,낙동강,1
한시임기제 채용시험 관련 간담회,"비상기획관, 비상기획팀장등 4명",100000,비상기획관,중구 세종대로,더테이블한정식,1
2017년 민방위 학술세미나 개최 관련 간담회,"비상기획관, 민방위관리팀장등 6명",152800,비상기획관,중구 세종대로,광화문양갈비,1
2017년 하반기 민방위대원 보충교육 관련 간담회,"민방위담당관, 시청병역관리팀장등 3명",75000,비상기획관,중구 세종대로,더테이블한정식,1
민방공 대피훈련 실무자 협조회의 관련 간담회,"비상기획관, 민방위관리팀장등 4명",100000,비상기획관,중구 세종대로,더테이블한정식,1
사회복무요원 시·사업소 인원 배정 관련 간담회,"민방위담당관, 시청병역관리팀장등 5명",131000,비상기획관,중구 무교로,대게향,1
제7차 안보정책자문위원회 발전방안 토의주제 관련 간담회,"비상기획관, 이ㅇㅇ위원등 9명",230000,비상기획관,종로구 서린동,안동국시,1
민방위교육장 공유재산 관련 검토 간담회,"비상기획관, 민방위교육팀장등 3명",69000,비상기획관,중구 무교로,왕비집,1
민방위 업무발전 유공 표창대상자 추천 관련 간담회,"민방위담당관, 민방위관리팀장등 3명",40000,비상기획관,중구 다동,용금옥,1
을지연습간 실제훈련 업무협의 관련 간담회,"민방위담당관, 비상대비팀장등 3명",77200,비상기획관,중구 태평로1가,한화호텔앤리조트,1
을지연습 실제훈련 사전토의 관련 간담회,"민방위담당관, 비상대비팀장등 7명",182000,비상기획관,중구 무교동,제일가든,1
을지연습 통제부 직원 격려 오찬 간담회,"비상기획관, 안ㅇㅇ주무관등 5명",99400,비상기획관,중구 무교로,참숯골,1
민방위교육 개선방안 제안 용역' 착수보고회 계획 관련 간담회,"비상기획관, 민방위교육팀장등 18명",498000,비상기획관,중구 북창동,묵호횟집,1
을지연습 실무자 교육 관련 간담회,"비상기획관, 비상대비팀장등 3명",44000,비상기획관,중구 무교로,왕비집,1
2017년 상반기 주민신고망 일제정비 결과보고 관련 간담회,"비상기획관, 민방위관리팀장등 3명",58500,비상기획관,중구 남대문로,부추밭,1
제404차 민방위의 날 민방공 대피훈련 협조 관련 간담회,"민방위담당관, 시청병역관리팀장등 3명",64000,비상기획관,중구 세종대로,동원참치,1
을지연습 전시 현안토의 관련 간담회,"비상기획관, 비상대비팀장등 9명",250000,비상기획관,중구 세종대로,더테이블한정식,1
을지연습 준비 결과보고 관련 간담회,"민방위담당관, 비상대비팀장등 3명",75000,비상기획관,중구 무교동,제일가든,1
민방위교육 용역 착수 보고회 관련 간담회,"비상기획관, 민방위교육팀장등 5명",135000,비상기획관,중구 무교동,제일가든,1
을지연습 인력 편성 관련 간담회,"민방위담당관, 비상대비팀장등 3명",50000,비상기획관,중구 을지로,여수바다장어,1
제8차 안보정책자문위원회 개최 관련 간담회,"비상기획관, 안보정책팀장등 4명",90000,비상기획관,중구 무교동,제일가든,1
시정연구 지원사업 추진 관련 간담회,"비상기획관, 민방위관리팀장등 3명",76000,비상기획관,중구 세종대로,오리마당,1
을지연습 전문관찰단 2차 점검회의 관련 간담회,"비상기획관, 이ㅇㅇ관찰관등 6명",135000,비상기획관,중구 을지로,왕왕생고기,1
을지연습 최초보고 자료 검토 관련 간담회,"비상기획관, 김ㅇㅇ주무관 2명",20000,비상기획관,중구 다동,남포면옥,1
전시직제편성 및 창설훈련 관련 간담회,"민방위담당관, 비상기획팀장등 5명",112000,비상기획관,중구 태평로1가,서울삼계탕,1
제404차 민방위의 날 민방공대피훈련 관련 간담회,"비상기획관, 민방위관리팀장등 3명",36000,비상기획관,중구 남대문로,맛있는순두부&김치찜,1
화재진압훈련 결과 관련 간담회,"비상기획관, 비상대비팀장등 3명",89000,비상기획관,중구 을지로3길,불타는다동화로,1
을지연습 상황보고 및 강평 관련 간담회,"비상기획관, 비상대비팀장등 8명",225000,비상기획관,중구 세종대로,더테이블한정식,1
을지연습 4일차 실제훈련 관련 간담회,"비상기획관, 비상대비팀장등 4명",84000,비상기획관,중구 을지로3길,불타는다동화로,1
사회복무요원 복무위반 사실확인 관련 간담회,"비상기획관, 시청병역관리팀장등 3명",45000,비상기획관,중구 을지로1길,신가원설렁탕,1
긴급 안보정책자문회의 관련 간담회,"비상기획관, 안보정책팀장등 3명",48000,비상기획관,중구 세종대로20길,육대장,1
제404차 민방위의 날 민방공대피훈련 결과 관련 간담회,"민방위담당관, 민방위관리팀장등 5명",111000,비상기획관,중구 을지로1길,신가원설렁탕,1
안보정책 점검 계획 관련 간담회,"비상기획관, 안보정책팀장등 4명",82000,비상기획관,중구 세종대로,고려보쌈,1
여성 민방위대 경진대회 관련 간담회,"비상기획관, 민방위관리팀장등 3명",60000,비상기획관,중구 무교동1,영덕회식당,1
2018년도 충무계획 수립 관련 간담회,"비상기획관, 비상대비팀장등 3명",43000,비상기획관,중구 태평로1가,무교소호정,1
을지연습 전문관찰단 7차 운영결과 관련 간담회,"비상기획관, 이ㅇㅇ관찰관등 5명",124000,비상기획관,중구 세종대로,육대장,1
2017년 6차 사회복무요원 직무교육 관련 간담회,"비상기획팀장, 시청병역관리팀장등 3명",72000,비상기획관,중구 무교로,왕비집,1
직장민방위대 비상소집훈련 관련 간담회,"비상기획관, 시청병역관리팀장등 6명",165000,비상기획관,중구 무교동,제일가든,1
민방위교육장 시설물 안전점검 관련 간담회,"비상기획관, 민방위교육팀장 2명",16000,비상기획관,중구 다동,용궁해물샤브킹,1
민방위대피시설 시정연구과제 중간보고회 관련 간담회,"민방위담당관, 민방위관리팀장등 3명",75000,비상기획관,중구 무교로,참숯골,1
2017년 을지연습 유공자 시장표창 계획 관련 간담회,"민방위담당관, 비상대비팀장등 4명",103000,비상기획관,중구 다동,목포세발낙지,1
제67주년 서울수복 참전용차 사진전 관련 간담회,"민방위담당관, 민군협력팀장등 4명",106000,비상기획관,중구 청계천로,산채향,1
민방위의 날 직장특성화훈련 관련 간담회,"비상기획관, 시청병역관리팀장등 3명",60000,비상기획관,중구 무교동,제일가든,1
제42주년 민방위 창설기념행사 계획 관련 간담회,"비상기획관, 민방위관리팀장등 4명",98500,비상기획관,중구 무교동,포메인,1
민방위교육장 특정관리대상시설 안전점검 관련 간담회,"비상기획관, 민방위교육팀장등 3명",56000,비상기획관,중구 다동,반갑다하대포,1
2017년 화랑훈련 영상회의 협조 관련 간담회,"비상기획관, 통합방위팀장등 4명",96000,비상기획관,중구 을지로1길,신가원설렁탕,1
제42회 민방위 창설기념행사 및 학술세미나 관련 간담회,"민방위담당관, 민방위관리팀장등 5명",125000,비상기획관,중구 태평로1가,우도일식,1
국정감사 예상쟁점 내용 검토 관련 간담회,"비상기획관, 비상기획팀장등 3명",76000,비상기획관,중구 무교로,왕비집,1
2017년 기술인력 동원훈련 실시 계획 관련 간담회,"비상기획관, 안보정책팀장등 3명",74000,비상기획관,중구 을지로1길,신가원설렁탕,1
3/4분기 성동구 중점관리대상자원 확인의 날 행사 관련 간담회,"비상기획관, 안보정책팀장등 6명",20800,비상기획관,중구 남대문로9길,어반스테이,1
2017년 화랑훈련 간 합참 관찰관 운영계획 관련 간담회,"비상기획관, 통합방위팀장등 3명",55000,비상기획관,중구 세종대로,정동국밥,1
제4회 사회복무대상 표창 대상 관련 간담회,"비상기획관, 시청병역관리팀장등 3명",15500,비상기획관,사)탈북여성지원(중구 세종대로,(사)탈북여성지원,1
제9차 안보정책자문회의 개최 관련 간담회,"비상기획관, 안보정책팀장등 15명",442000,비상기획관,중구 다동,남포면옥,1
추석 연휴기간 북 도발 대비 위기대응반 운영 관련 간담회,"비상기획관, 비상기획팀장등 4명",60000,비상기획관,중구 무교로,왕비집,1
2017년 화랑훈련 야간근무 직원 격려 간담회,"비상기획관, 통합방위팀장등 10명",246000,비상기획관,중구 을지로3길,불타는다동화로,1
민방위 교육용역 중간보고회 관련 간담회,"비상기획관, 민방위교육팀장등 3명",50000,비상기획관,중구 세종대로,육대장,1
2017년 9월 생일직원 격려 간담회,"비상기획관, 민방위담당관 전직원 30명",44000,비상기획관,중구 태평로1가,오뗄두스,1
제9차 안보정책자문회의 결과 보고 관련 간담회,"비상기획관, 안보정책팀장등 4명",84000,비상기획관,중구 을지로1가,구이구이,1
10월 지역직장 특성화훈련 관련 간담회,"비상기획관, 민방위관리팀장등 3명",48000,비상기획관,중구 무교로,왕비집,1
11월 지진대피훈련 추진사항 관련 간담회,"비상기획관, 민방위관리팀장등 3명",76000,비상기획관,중구 세종대로,육대장,1
2018년 행정안전 시행계획 및 비축물자 관련 간담회,"민방위담당관, 안보정책팀장등 6명",129000,비상기획관,중구 다동길,오징어풍경,1
기술인력 동원훈련 관련 간담회,"비상기획관, 안보정책팀장등 3명",40000,비상기획관,중구 무교동,장군보쌈족발,1
행정안전위원회 국정감사 관련 직원 격려 간담회,"비상기획관, 비상기획팀장등 4명",71000,비상기획관,중구 다동,반갑다하대포,1
2017년 을지연습 사후보고서 관련 간담회,"비상기획관, 비상대비팀장등 3명",36000,비상기획관,중구 세종대로,고려보쌈,1
2018년 민방위 교육강사 위촉 계획 관련 간담회,"민방위담당관, 민방위교육팀장등 5명",135000,비상기획관,중구 세종대로,오리마당,1
제42주년 민방위대 창설행사 및 학술세미나 결과 관련 간담회,"비상기획관, 민방위관리팀장등 3명",60000,비상기획관,중구 태평로1가,우도일식,1
2017년 화랑훈련 서울시 지원 결과 관련 간담회,"비상기획관, 통합방위팀장등 3명",65000,비상기획관,중구 을지로1길,신가원설렁탕,1
2017년 하반기 새올행정시스템 교육계획 관련 간담회,"민방위담당관, 민방위관리팀장등 3명",82350,비상기획관,중구 세종대로,닥터로빈,1
서울형 민방위대원 교육운영 개선방안 용역 중간보고회 결과 관련 간담회,"비상기획관, 민방위교육팀장등 3명",71000,비상기획관,중구 무교로,참숯골,1
예비군 육성지원금 집행실태 현장 확인 관련 간담회,"비상기획관, 통합방위팀장등 3명",52000,비상기획관,중구 을지로1길,신가원설렁탕,1
국토교통위원회 국정감사 관련 직원 격려 간담회,"비상기획관, 비상기획팀장등 4명",85000,비상기획관,중구 을지로1길,낙동강,1
서울형 민방위대원 교육운영 개선방안 용역 최종보고회 관련 간담회,"비상기획관, 민방위교육팀장등 7명",200000,비상기획관,중구 세종대로,더테이블한정식,1
2017년 제7차 사회복무요원 직무교육 관련 간담회,"비상기획관, 시청병역관리팀장등 3명",75000,비상기획관,중구 태평로1가,우도일식,1
2017년 예비군 육성지원 사업 관련 간담회,"비상기획관, 통합방위팀장등 4명",119200,비상기획관,중구 정동,콩두에프앤씨,1
비상대비 자체연습 계획 관련 간담회,"민방위담당관, 비상대비팀장등 3명",82000,비상기획관,중구 청계천로,산채향,1
민방위교육장 특정관리대상 시설 일제조사 관련 간담회,"비상기획관, 민방위교육팀장등 3명",60000,비상기획관,중구 세종대로,남도한식,1
행정사무감사 업무보고자료 검토 관련 간담회,"비상기획관, 비상기획팀장등 3명",47000,비상기획관,중구 을지로1가,한가람,1
행정사무감사 예상질문자료 검토 관련 간담회,"비상기획관, 비상기획팀장등 5명",150000,비상기획관,중구 태평로1가,우도일식,1
2018년 민방위 교육영상 제작 관련 간담회,"비상기획관, 민방위교육팀장등 4명",81000,비상기획관,중구 무교로,원주추어탕,1
비축물자 관리개선 추진계획 관련 간담회,"비상기획관, 안보정책팀장등 9명",250000,비상기획관,중구 세종대로,더테이블한정식,1
통합방위협의회 운영 추진 유공자 표창 관련 간담회,"비상기획관, 통합방위팀장등 3명",68000,비상기획관,중구 을지로1길,낙동강,1
2018년도 서울시 민방위 계획 관련 간담회,"비상기획관, 민방위관리팀장등 4명",96000,비상기획관,중구 을지로3길,철철,1
2017년 국군장병 위문계획 관련 간담회,"민방위담당관, 민군협력팀장등 3명",60000,비상기획관,중구 무교로,왕비집,1
2017년 4/4분기 중점관리자원 확인의 날 행사계획 관련 간담회,"비상기획관, 안보정책팀장등 4명",76000,비상기획관,중구 세종대로,오리마당,1
2018년 민방위 강사 서류평가 관련 간담회,"비상기획관, 민방위교육팀장등 4명",80800,비상기획관,중구 태평로1가,춘산에프앤비,1
제11차 안보정책자문위원회 토의 관련 간담회,"비상기획관, 이ㅇㅇ위원등 6명",145000,비상기획관,중구 태평로1가,우도일식,1
2017년 통합방위 추진실적 관련 간담회,"민방위담당관, 통합방위팀장등 3명",60000,비상기획관,중구 남대문로,사조참치,1
2017년 국군장병 위문심의위원회 사전회의 간담회,"민방위담당관, 민군협력팀장등 4명",105000,비상기획관,중구 다동,용궁해물샤브킹,1
제11차 안보정책자문위원회 결과 관련 간담회,"비상기획관, 민군협력팀장등 9명",258000,비상기획관,중구 다동,남포면옥,1
비축물자 관리개선방안 실무회의 개최 관련 간담회,"민방위담당관, 안보정책팀장등 4명",100000,비상기획관,중구 세종대로,더테이블한정식,1
행정사무감사 업무협의 관련 간담회,"비상기획관, 비상기획팀장등 6명",72800,비상기획관,중구 덕수궁길,림벅와플,1
2018년도 예산안 심의 등 직원 격려 간담회,"비상기획관, 비상기획팀장등 15명",451600,비상기획관,중구 남대문로,다한우,1
시민 안보의식 함양 지원사업 보조금 관련 간담회,"비상기획관, 안보정책팀장등 3명",60000,비상기획관,중구 소공동,죽이야기,1
2018년도 예산안 심사 관련 직원 격려 간담회,"비상기획관, 비상기획팀장등 4명",49000,비상기획관,중구 을지로3길,불타는다동화로,1
2018년 민방위대 편성지침 관련 간담회,"비상기획관, 민방위관리팀장등 3명",57000,비상기획관,중구 무교로,원주추어탕,1
2017년 제2차 재향군인회 안보포럼 관련 간담회,"민방위담당관, 민군협력팀장등 3명",23000,비상기획관,중구 남대문로,맛있는순두부&김치찜,1
2018년도 용역사업 선정 관련 간담회,"비상기획관, 통합방위팀장등 3명",65000,비상기획관,중구 무교로,왕비집,1
2018년도 민방위 강사 서류평가 결과 관련 간담회,"비상기획관, 민방위교육팀장등 3명",75000,비상기획관,중구 세종대로,더테이블한정식,1
비축물자 관리개선방안 실무회의 간담회,"민방위담당관, 안보정책팀장등 4명",118800,비상기획관,중구 태평로1가,프레스클,1
안보행사 지원 예산안 조정 관련 간담회,"민방위담당관, 민군협력팀장등 7명",180000,비상기획관,종로구 종로1가,라그릴리아,1
충무시설 유지관리 관련 간담회,"민방위담당관, 비상대비팀장등 3명",51000,비상기획관,중구 태평로2가,만점족,1
동원자원 유공표창 관련 간담회,"비상기획관, 안보정책팀장등 2명",30000,비상기획관,중구 서소문로,한국관,1
2017년 국군장병 위문 계획 관련 간담회,"비상기획관, 민군협력팀장등 8명",240000,비상기획관,중구 세종대로,동원참치,1
행정사무감사 관련 직원 격려 간담회,"비상기획관, 비상기획팀장등 12명",351000,비상기획관,중구 을지로3길,불타는다동화로,1
2018년도 인력동원계획 승인 관련 간담회,"비상기획관, 안보정책팀장등 2명",50000,비상기획관,중구 세종대로,더테이블한정식,1
수도방위사령부등 군경위문 협조 관련 간담회,"민방위담당관, 민군협력팀장등 4명",89800,비상기획관,종로구 종로1가,라그릴리아,1
예결위 1일차 예산안 심사 관련 직원 격려 간담회,"비상기획관, 비상기획팀장등 4명",85000,비상기획관,중구 을지로1길,낙동강,1
비상대비 업무분야 현장점검 직원 격려 간담회,"비상기획관, 민방위관리팀장등 3명",71000,비상기획관,중구 을지로1길,신가원설렁탕,1
중앙통합방위 실무회의 관련 간담회,"비상기획관, 통합방위팀장등 4명",68000,비상기획관,중구 을지로1길,낙동강,1
예결위 2일차 예산안 심사 관련 직원 격려 간담회,"비상기획관, 비상기획팀장등 6명",149000,비상기획관,중구 다동,반갑다하대포,1
서대문구 민방위 비상대비 분야 실사 점검 관련 간담회,"민방위담당관, 민방위관리팀장등 3명",23500,비상기획관,중구 남대문로,부추밭,1
2018년 민간보조사업 개산안 관련 간담회,"민방위담당관, 민군협력팀장등 3명",75000,비상기획관,중구 태평로1가,우도일식,1
비상대비 상황별 발전방안 관련 간담회,"비상기획관, 비상대비팀장등 4명",100000,비상기획관,중구 세종대로,더테이블한정식,1
강서구 안전교육센터 건립 예산안 검토 관련 간담회,"민방위담당관, 비상기획팀장등 5명",119000,비상기획관,중구 무교로,참숯골,1
민방위 강사평가 결과 관련 간담회,"비상기획관, 민방위교육팀장등 15명",435000,비상기획관,중구 남대문로,장터본가,1
비상기획관 소식지 발간 관련 간담회,"민방위담당관, 민군협력팀장등 3명",48000,비상기획관,중구 무교로,왕비집,1
민방위 교육영상 촬영 진행현황 관련 간담회,"민방위담당관, 민방위교육팀장등 3명",45000,비상기획관,중구 태평로1가,우도일식,1
안보정책자문회의 연구발표 책자 발간 관련 간담회,"민방위담당관, 안보정책팀장등 4명",94000,비상기획관,중구 다동,교통전선생,1
북핵 대비 포럼 3차 자료검토 관련 간담회,"비상기획관, 비상대비팀장등 4명",85000,비상기획관,중구 을지로1길,낙동강,1
비상대비 업무 관련 간담회,"비상기획관, 비상대비팀장등 8명",214000,비상기획관,중구 세종대로,더테이블한정식,1
북핵 대비 포럼 4차 검토회의 관련 간담회,"비상기획관, 비상대비팀장등 6명",167000,비상기획관,중구 무교로,만복림,1
